Item Name,Serving Size,Protein (g),Total Fat (g),Carbohydrates (g),Sugar (g),Fiber (g),Sodium (mg),Cholesterol (mg)
SHRIMP,110.0 g,15.4,0.0,0.91,0.0,0.0,518.0,141.0
SHRIMP,85.0 g,21.2,1.18,0.0,0.0,0.0,224.0,194.0
SHRIMP,113.0 g,20.4,1.77,0.88,0.0,0.0,142.0,150.0
SHRIMP,112.0 g,11.6,0.89,0.0,0.0,0.0,85.0,85.0
SHRIMP,112.0 g,20.5,1.79,0.89,0.0,0.0,152.0,152.0
SHRIMP,85.0 g,24.7,1.76,0.0,0.0,0.0,541.0,200.0
SHRIMP,113.0 g,15.0,0.88,0.0,0.0,0.0,469.0,115.0
SHRIMP,84.0 g,21.4,2.38,0.0,0.0,0.0,226.0,196.0
"Crustaceans, shrimp, cooked",Not specified,24.0,0.28,0.2,0.0,0.0,111.0,189.0
"Crustaceans, shrimp, raw",Not specified,20.1,0.51,0.0,0.0,0.0,119.0,161.0
"Snacks, shrimp cracker",Not specified,7.14,17.9,59.1,21.4,5.6,571.0,2.0
"APPLEBEE'S, Double Crunch Shrimp",Not specified,12.3,18.9,26.0,1.07,2.6,838.0,86.0
"DENNY'S, golden fried shrimp",Not specified,13.9,20.0,20.9,0.75,1.5,1400.0,83.0
"Goose, liver, raw",Not specified,16.4,4.28,6.32,0.0,0.0,140.0,515.0
"Liver cheese, pork",Not specified,15.2,25.6,2.1,0.0,0.0,1220.0,174.0
"Braunschweiger (a liver sausage), pork",Not specified,14.5,28.5,3.1,0.0,0.0,977.0,180.0
"Duck, domesticated, liver, raw",Not specified,18.7,4.64,3.53,0.0,0.0,140.0,515.0
"Fish oil, cod liver",Not specified,0.0,100.0,0.0,0.0,0.0,0.0,570.0
"Liver sausage, liverwurst, pork",Not specified,14.1,28.5,2.2,0.0,0.0,860.0,158.0
"Pate, chicken liver, canned",Not specified,13.4,13.1,6.55,0.0,0.0,386.0,391.0
"Pate, liver, not specified, canned",Not specified,14.2,28.0,1.5,0.0,0.0,697.0,255.0
"Caribou, liver, raw (Alaska Native)",Not specified,15.0,3.9,6.8,0.0,0.0,0.0,0.0
"Chicken, liver, all classes, raw",Not specified,16.9,4.83,0.73,0.0,0.0,71.0,345.0
"Fish, lingcod, liver (Alaska Native)",Not specified,5.6,42.0,6.0,0.0,0.0,0.0,0.0
"Moose, liver, braised (Alaska Native)",Not specified,24.4,4.89,3.43,0.0,0.0,70.0,389.0
"Pate, goose liver, smoked, canned",Not specified,11.4,43.8,4.67,0.0,0.0,697.0,150.0
"Seal, ringed, liver (Alaska Native)",Not specified,18.6,3.3,2.9,0.0,0.0,0.0,0.0
"Turkey, all classes, liver, raw",Not specified,18.3,5.5,0.0,0.0,0.0,131.0,415.0
"Walrus, liver, raw (Alaska Native)",Not specified,21.0,3.0,3.5,0.0,0.0,0.0,0.0
"Veal, variety meats and by-products, liver, raw",Not specified,19.9,4.85,2.91,0.0,0.0,77.0,334.0
"Beef, variety meats and by-products, liver, raw",Not specified,20.4,3.63,3.89,0.0,0.0,69.0,275.0
"Chicken, liver, all classes, cooked, simmered",Not specified,24.5,6.51,0.87,0.0,0.0,76.0,563.0
"Fish, pike, northern, liver (Alaska Native)",Not specified,16.6,8.0,4.3,0.0,0.0,0.0,0.0
"Fish, whitefish, broad, liver (Alaska Native)",Not specified,11.0,4.4,5.1,0.0,0.0,0.0,0.0
"Lamb, New Zealand, imported, liver, raw",Not specified,20.7,4.92,2.22,0.0,0.0,59.0,386.0
"Lamb, variety meats and by-products, liver, raw",Not specified,20.4,5.02,1.78,0.0,0.0,70.0,371.0
"Oscar Mayer, Braunschweiger Liver Sausage (sliced)",Not specified,14.2,29.4,2.6,1.2,0.2,1160.0,178.0
"Sea lion, Steller, liver (Alaska Native)",Not specified,22.9,5.0,0.0,0.0,0.0,88.0,359.0
"Turkey, all classes, liver, cooked, simmered",Not specified,27.0,8.18,0.0,0.0,0.0,98.0,648.0
"Whale, beluga, liver, raw (Alaska Native)",Not specified,18.4,3.9,2.0,0.0,0.0,0.0,0.0
"Veal, variety meats and by-products, liver, cooked, braised",Not specified,28.4,6.26,3.77,0.0,0.0,78.0,511.0
"Beef, variety meats and by-products, liver, cooked, braised",Not specified,29.1,5.26,5.13,0.0,0.0,79.0,396.0
"Chicken, liver, all classes, cooked, pan-fried",Not specified,25.8,6.43,1.11,0.0,0.0,92.0,564.0
"Fish, salmon, king, chinook, liver (Alaska Native)",Not specified,16.6,8.0,4.3,0.0,0.0,0.0,0.0
"Lamb, variety meats and by-products, liver, cooked, braised",Not specified,30.6,8.81,2.53,0.0,0.0,56.0,501.0
"Pork, fresh, variety meats and by-products, liver, raw",Not specified,21.4,3.65,2.47,0.0,0.0,87.0,301.0
"Veal, variety meats and by-products, liver, cooked, pan-fried",Not specified,27.4,6.51,4.47,0.0,0.0,85.0,485.0
"Cheese, goat, hard type",Not specified,30.5,35.6,2.17,2.17,0.0,423.0,105.0
"Cheese, goat, semisoft type",Not specified,21.6,29.8,0.12,0.12,0.0,415.0,79.0
"Cheese, goat, soft type",Not specified,18.5,21.1,0.0,0.0,0.0,459.0,46.0
"Game meat, goat, raw",Not specified,20.6,2.31,0.0,0.0,0.0,82.0,57.0
"Beef, variety meats and by-products, liver, cooked, pan-fried",Not specified,26.5,4.68,5.16,0.0,0.0,77.0,381.0
"Lamb, New Zealand, imported, liver, cooked, soaked and fried",Not specified,25.8,6.56,1.48,0.0,0.0,59.0,566.0
"Lamb, variety meats and by-products, liver, cooked, pan-fried",Not specified,25.5,12.6,3.78,0.0,0.0,124.0,493.0
"Pork, fresh, variety meats and by-products, liver, cooked, braised",Not specified,26.0,4.4,3.76,0.0,0.0,49.0,355.0
"Game meat, goat, cooked, roasted",Not specified,27.1,3.03,0.0,0.0,0.0,86.0,75.0
"Beef, New Zealand, imported, variety meats and by-products, liver, raw",Not specified,20.5,4.05,3.6,0.0,0.0,53.0,254.0
"Pate de foie gras, canned (goose liver pate), smoked",Not specified,11.4,43.8,4.67,0.0,0.0,697.0,150.0
"Milk, goat, fluid, with added vitamin D",Not specified,3.56,4.14,4.45,4.45,0.0,50.0,11.0
"Beef, New Zealand, imported, variety meats and by-products liver, cooked, boiled",Not specified,23.3,4.68,3.78,0.0,0.0,55.0,243.0
"LIVER LOAF, LIVER",42.0 MG,14.3,26.2,4.76,2.38,0.0,1170.0,167.0
"LIVER LOAF, LIVER",42.0 GRM,14.3,26.2,4.76,2.38,0.0,1170.0,167.0
"CALVES LIVER PATE, CALVES LIVER",56.0 g,17.9,10.7,10.7,1.79,0.0,536.0,71.0
PANEER,28.0 g,25.0,25.0,3.57,3.57,0.0,18.0,89.0
PANEER,28.0 g,21.4,25.0,3.57,3.57,0.0,18.0,89.0
"PANEER TIKKA MASALA, PANEER TIKKA",227.0 GRM,4.41,7.05,16.7,2.2,0.9,154.0,15.0
PALAK PANEER,142.0 g,4.93,23.2,5.63,0.0,1.4,401.0,35.0
PALAK PANEER,100.0 g,7.0,11.0,9.0,0.0,2.0,1140.0,17.0
PANEER CHEESE,28.0 GRM,25.0,25.0,0.0,0.0,0.0,36.0,71400.0
PANEER MAKHANI,142.0 g,4.93,16.2,9.15,0.7,0.7,444.0,21.0
SAAG PANEER,142.0 g,6.34,17.6,7.75,0.0,1.4,401.0,28.0
"PALAK PANEER, MEDIUM",283.0 GRM,6.01,7.42,13.8,1.06,1.1,244.0,21.0
PANEER BUTTER MASALA,10.0 g,10.0,20.0,20.0,10.0,10.0,3400.0,0.0
PANEER STREET WRAP,128.0 g,10.2,13.3,19.5,5.47,1.6,672.0,27.0
PANEER STREET WRAP,113.0 g,9.73,10.6,14.2,2.65,1.8,319.0,62.0
"THE ORIGINAL PANEER, THE ORIGINAL",28.0 GRM,25.0,21.4,3.57,3.57,0.0,71.0,71.0
"SAAG PANEER SPINACH AND CHEESE SIMMERED IN A SAVORY SAUCE, SAAG PANEER",225.0 g,5.33,8.44,5.78,1.33,2.2,187.0,16400.0
"DEEP, INDIAN GOURMET PANEER",28.0 g,21.4,17.9,3.57,3.57,0.0,107.0,71.0
HOME-STYLE CHEESE PANEER,28.0 g,21.4,28.6,3.57,0.0,0.0,107.0,89.0
LIGHT & LEAN MATTAR PANEER,227.0 GRM,4.41,2.64,18.5,2.64,2.6,251.0,4.0
"CREAMED SPINACH & PALAK PANEER CHEESE WITH BASMATI RICE BOWL, PALAK PANEER",269.0 g,6.69,11.9,14.5,1.49,1.1,264.0,26.0
"INDIAN MATTAR PANEER CURRIED PEAS & CHEESE WITH CHANA MASALA, INDIAN MATTAR PANEER",283.0 GRM,4.59,4.59,17.3,2.83,1.8,261.0,7.0
"INDIAN PALAK PANEER CREAMED SPINACH & CHEESE WITH RAJMAH DAL, INDIAN PALAK PANEER",283.0 GRM,4.95,4.24,15.9,1.77,2.5,233.0,7.0
"INDIAN PANEER TIKKA TOMATO MASALA WITH CHEESE, VEGETABLES & RICE, INDIAN PANEER TIKKA",269.0 g,4.09,7.43,15.2,2.6,1.5,182.0,11.0
"MILD SPICE SPINACH PANEER, MILD",283.0 g,3.53,6.36,12.4,1.41,1.1,230.0,5.0
PANEER MAKHANI WITH CUMIN BASMATI RICE,225.0 g,4.0,12.0,19.6,1.78,1.3,396.0,11.0
"JYOTI NATURAL FOODS, MATAR-PANEER",114.0 g,3.51,9.65,7.89,2.63,1.8,447.0,13.0
"SPICY HABANERO PANEER, SPICY HABANERO",28.0 GRM,25.0,21.4,3.57,3.57,0.0,71.0,71.0
"TIKKA MASALA CHICKEN, VEGETABLES & PANEER",2.8399999141693115 g,106.0,123.0,1.3,423.0,211.0,5630.0,0.0
"TURMERIC TWIST PANEER, TURMERIC TWIST",28.0 GRM,25.0,21.4,3.57,3.57,0.0,71.0,71.0
"INDIAN PANEER TIKKA TOMATOES, CAULIFLOWER & BASMATI RICE WITH ALOO GOBI, INDIAN PANEER TIKKA",255.0 g,4.31,5.49,14.5,2.35,1.2,184.0,12.0
"SPINACH PANEER INDIAN BREAD, SPINACH, CHEESE, SAVORY SPICES NAAN PIZZA, SPINACH PANEER",120.0 g,10.0,10.0,38.3,1.67,3.3,408.0,8.0
"INDIAN MATTAR PANEER LIGHT IN SODIUM CURRIED PEAS & CHEESE WITH CHANA MASALA, INDIAN MATTAR PANEER",283.0 g,4.59,0.0,17.0,2.47,1.8,131.0,7.0
"SAFFRON ROAD, CRISPY SAMOSAS WITH SAAG PANEER",78.0 g,5.13,8.97,26.9,3.85,2.6,321.0,6.0
"SHAHI PANEER WITH BASMATI RICE, BASMATI RICE",350.0 GRM,6.86,8.0,14.9,0.0,1.1,146.0,20.0
Spring Blue Paneer Cottage Cheese 250g,25.0 g,16.4,24.4,5.6,4.8,0.0,50.0,0.0
"DEEP INDIAN KITCHEN SPINACH PANEER, 10 OZ",283.0 GRM,6.01,7.42,13.4,0.35,1.8,269.0,9.0
"SHAHI PANEER, MILD TOMATO GRAVY WITH COTTAGE CHEESE",150.0 g,5.33,8.0,12.0,1.33,1.3,508.0,0.0
"WHOLE PLANET, CAFE SPICE, SAAG PANEER WITH SAFFRON RICE",227.0 g,2.2,1.76,13.2,0.44,1.3,233.0,0.0
AUTHENTIC INDIAN SPINACH WITH COTTAGE CHEESE AND SAUCE PALAK PANEER,125.0 GRM,4.0,10.4,6.4,2.4,2.4,504.0,16.0
"SPINACH AND PANEER CHEESE WITH MILD SPICES OVER A BED OF BASMATI RICE, MEDIUM",283.0 g,4.24,5.65,14.8,1.41,1.1,155.0,12.0
"INDIAN JAIPUR VEGETABLES & PANEER CHEESE SIMMERED WITH SPICES & CASHEWS, INDIAN JAIPUR VEGETABLES",140.0 GRM,3.57,7.14,8.57,2.14,1.4,350.0,7.0
"MILD INDIAN KASHMIR SPINACH SAUTEED SPINACH SIMMERED WITH PANEER CHEESE, INDIAN KASHMIR SPINACH",140.0 GRM,4.29,5.0,4.29,1.43,2.1,329.0,11.0
"MEDIUM SPICE PANEER TIKKA MASALA CHEESE CREAMY SAUCE CUMIN BASMATI RICE, MEDIUM SPICE",255.0 g,6.27,7.45,16.1,1.96,1.2,227.0,12.0
PALAK PANIR,311.0 g,4.82,4.5,13.8,1.29,1.6,167.0,14.0
"CHICKEN KABAB BIRYANI, CHICKEN KABAB",142.0 GRM,7.04,7.04,17.6,1.41,0.7,215.0,18.0
"INDIAN STYLE CHEESE & SPINACH CURRY, INDIAN STYLE CHEESE & SPINACH",330.0 g,5.15,8.48,6.36,1.52,1.8,179.0,2.0
MUGHLAI KOFTA CURRY WITH PEAS PULAO,350.0 g,3.43,4.57,26.6,5.43,1.7,606.0,2.0
MILK,236.0 ml,3.39,2.12,5.08,5.08,0.0,55.0,8.0
MILK,236.0 ml,3.39,2.12,5.08,5.08,0.0,55.0,8.0
MILK,240.0 ml,3.33,3.33,5.0,4.58,0.0,50.0,15.0
MILK,240.0 ml,3.33,1.04,5.42,5.0,0.0,54.0,4.0
MILK,240.0 ml,3.33,0.0,5.42,5.0,0.0,54.0,2.0
MILK,240.0 ml,3.75,3.33,5.42,5.0,0.0,56.0,15.0
MILK,240.0 ml,3.75,3.33,5.42,5.0,0.0,56.0,15.0
MILK,240.0 MLT,3.33,3.33,5.42,5.0,0.0,52.0,15.0
MILK,240.0 ml,3.33,3.33,5.0,4.58,0.0,50.0,15.0
MILK,240.0 ml,3.33,3.33,5.42,5.0,0.0,52.0,15.0
MILK,355.0 ml,3.38,1.97,5.07,5.07,0.0,48.0,8.0
MILK,240.0 ml,3.75,3.33,4.58,4.58,0.0,46.0,15.0
MILK,240.0 MLT,3.33,3.33,5.42,5.0,0.0,52.0,15.0
MILK,240.0 MLT,3.75,3.33,5.42,5.0,0.0,56.0,15.0
MILK,240.0 ml,3.33,3.75,5.42,5.0,0.0,58.0,15.0
MILK,414.0 ml,3.38,3.38,4.59,4.59,0.0,51.0,14.0
MILK,240.0 ml,4.17,2.08,5.42,5.42,0.0,54.0,10.0
MILK,240.0 MLT,3.33,3.33,5.0,5.0,0.0,52.0,15.0
MILK,240.0 ml,3.33,3.75,5.42,5.0,0.0,54.0,15.0
MILK,240.0 ml,3.33,3.33,4.58,4.58,0.0,48.0,12.0
MILK,240.0 ml,3.33,3.75,5.42,5.0,0.0,54.0,15.0
MILK,240.0 MLT,3.75,3.33,5.42,5.0,0.0,56.0,15.0
MILK,240.0 ml,3.33,3.33,5.0,4.58,0.0,50.0,15.0
MILK,240.0 ml,3.33,3.33,5.0,4.58,0.0,50.0,15.0
MILK,240.0 MLT,3.75,3.33,5.42,5.0,0.0,56.0,15.0
MILK,240.0 ml,3.33,1.04,5.0,4.58,0.0,50.0,4.0
MILK,236.0 ml,3.39,3.39,4.66,4.66,0.0,49.0,15.0
MILK,240.0 ml,3.33,3.75,11.2,10.8,0.4,79.0,15.0
MILK,240.0 ml,3.33,3.33,5.0,5.0,0.0,52.0,15.0
MILK,240.0 ml,3.75,3.33,5.42,5.0,0.0,56.0,15.0
MILK,240.0 ml,3.33,3.33,5.0,5.0,0.0,52.0,15.0
MILK,240.0 MLT,3.33,3.75,5.42,5.0,0.0,58.0,15.0
MILK,236.0 ml,3.39,3.39,4.66,4.66,0.0,49.0,15.0
MILK,240.0 ml,3.33,3.75,5.42,5.0,0.0,54.0,15.0
MILK,240.0 ml,3.33,3.33,5.42,5.0,0.0,52.0,15.0
MILK,240.0 MLT,3.33,3.75,5.42,5.0,0.0,52.0,15.0
MILK,236.0 ml,4.24,1.06,6.36,6.36,0.0,68.0,6.0
MILK,240.0 ml,3.33,3.33,5.0,5.0,0.0,44.0,10.0
MILK,240.0 ml,3.33,3.33,5.0,4.58,0.0,50.0,15.0
MILK,30.0 ml,3.33,11.7,3.33,3.33,0.0,33.0,33.0
MILK,23.0 g,34.8,0.0,52.2,52.2,0.0,543.0,22.0
"Crackers, milk",Not specified,7.6,13.8,71.7,10.3,3.4,687.0,11.0
"Milk dessert, frozen, milk-fat free, chocolate",Not specified,4.3,1.0,37.7,37.7,0.0,97.0,0.0
"Protein supplement, milk based, Muscle Milk, powder",Not specified,45.7,17.1,18.5,5.71,7.1,329.0,21.0
"Beverages, rice milk, unsweetened",Not specified,0.28,0.97,9.17,5.28,0.3,39.0,0.0
"Candies, milk chocolate",Not specified,7.65,29.7,59.4,51.5,3.4,79.0,23.0
Milk and cereal bar,Not specified,6.47,11.0,72.0,46.0,0.4,319.0,6.0
"Milk, buttermilk, dried",Not specified,34.3,5.78,49.0,49.0,0.0,517.0,69.0
"Milk, sheep, fluid",Not specified,5.98,7.0,5.36,0.0,0.0,44.0,27.0
"Milk dessert bar, frozen, made from lowfat milk",Not specified,4.41,1.47,32.0,22.1,6.6,92.0,7.0
YOGURT,227.0 GRM,3.52,3.52,4.41,3.08,0.0,48.0,15.0
YOGURT,170.0 ml,2.94,2.94,15.9,15.9,0.0,41.0,12.0
Tofu yogurt,Not specified,3.5,1.8,16.0,1.24,0.2,35.0,0.0
"Frozen yogurts, chocolate",Not specified,3.0,3.6,21.6,19.2,2.3,63.0,13.0
"Yogurt, plain, nonfat",Not specified,4.23,0.0875,8.08,0.0,0.0,51.5,3.38
"Babyfood, dessert, peach yogurt",Not specified,0.9,0.18,17.6,11.1,0.4,14.0,4.0
"Candies, confectioner's coating, yogurt",Not specified,5.87,27.0,63.9,62.4,0.0,88.0,1.0
SILK Blueberry soy yogurt,Not specified,2.35,1.18,17.1,12.4,0.6,15.0,0.0
SILK Peach soy yogurt,Not specified,2.35,1.18,18.8,14.7,0.6,15.0,0.0
SILK Plain soy yogurt,Not specified,2.64,1.76,9.69,5.29,0.4,13.0,0.0
SILK Raspberry soy yogurt,Not specified,2.35,1.18,17.6,12.9,0.6,15.0,0.0
SILK Strawberry soy yogurt,Not specified,2.35,1.18,18.2,12.9,0.6,15.0,0.0
"Yogurt, chocolate, nonfat milk",Not specified,3.53,0.0,23.5,15.0,1.2,135.0,1.0
"Yogurt, fruit variety, nonfat",Not specified,4.4,0.2,19.0,19.0,0.0,58.0,2.0
"Yogurt, Greek, Blueberry, CHOBANI",Not specified,7.23,0.24,12.8,10.3,0.5,32.0,4.0
"Yogurt, Greek, plain, lowfat",Not specified,9.95,1.92,3.94,3.56,0.0,34.0,10.0
"Yogurt, Greek, plain, nonfat",Not specified,10.3,0.37,3.64,0.0,0.0,36.0,5.0
"Yogurt, Greek, strawberry, lowfat",Not specified,8.17,2.57,12.3,11.2,1.0,33.0,12.0
"Yogurt, Greek, strawberry, nonfat",Not specified,8.06,0.15,12.2,0.0,0.6,32.0,4.0
"Yogurt, Greek, strawberry, nonfat",Not specified,8.05,0.15,12.1,11.3,0.6,33.0,4.0
"Yogurt, Greek, vanilla, lowfat",Not specified,8.64,2.5,9.54,9.54,0.0,40.0,5.0
"Yogurt, Greek, vanilla, nonfat",Not specified,8.64,0.18,10.4,9.54,0.5,34.0,3.0
"Yogurt, plain, low fat",Not specified,5.25,1.55,7.04,7.04,0.0,70.0,6.0
"Yogurt, plain, skim milk",Not specified,5.73,0.18,7.68,7.68,0.0,77.0,2.0
"Yogurt, plain, whole milk",Not specified,3.82,4.48,5.57,0.0,0.0,41.8,14.2
"Yogurt, plain, whole milk",Not specified,3.47,3.25,4.66,4.66,0.0,46.0,13.0
"Yogurt, vanilla, low fat.",Not specified,4.93,1.25,13.8,13.8,0.0,66.0,5.0
"Yogurt, vanilla, non-fat",Not specified,2.94,0.0,17.0,5.88,0.0,47.0,3.0
"Babyfood, apple yogurt dessert, strained",Not specified,0.8,1.6,19.5,12.0,0.5,20.0,6.0
"Babyfood, dessert, banana yogurt, strained",Not specified,1.1,0.52,17.4,12.2,0.5,14.0,1.0
"Babyfood, dessert, blueberry yogurt, strained",Not specified,0.5,0.7,17.0,13.6,0.4,14.0,4.0
"Babyfood, mixed fruit yogurt, strained",Not specified,0.8,0.8,16.2,11.7,0.4,16.0,0.0
"Frozen yogurts, chocolate, soft-serve",Not specified,4.0,6.0,24.9,0.0,2.2,98.0,5.0
"Frozen yogurts, vanilla, soft-serve",Not specified,4.0,5.6,24.2,24.0,0.0,87.0,2.0
"McDONALD'S, Fruit 'n Yogurt Parfait",Not specified,2.73,1.3,20.7,12.8,1.0,58.0,5.0
SILK Banana-Strawberry soy yogurt,Not specified,2.35,1.18,17.1,10.6,0.6,15.0,0.0
SILK Black Cherry soy yogurt,Not specified,2.35,1.18,17.1,11.8,0.6,12.0,0.0
SILK Key Lime soy yogurt,Not specified,2.35,1.18,17.6,12.4,0.6,15.0,0.0
"Yogurt parfait, lowfat, with fruit and granola",Not specified,3.36,1.01,15.9,11.7,1.1,49.0,3.0
"Yogurt, Greek, fruit, whole milk",Not specified,7.33,3.0,12.3,12.0,0.0,37.0,10.0
"Yogurt, Greek, nonfat, peach, CHOBANI",Not specified,7.76,0.11,11.9,0.0,0.7,32.0,5.0
"Yogurt, Greek, nonfat, plain, CHOBANI",Not specified,9.53,0.24,3.43,0.0,0.2,37.0,6.0
"Yogurt, Greek, nonfat, raspberry, CHOBANI",Not specified,7.65,0.22,12.0,0.0,0.5,30.0,4.0
"Yogurt, Greek, nonfat, vanilla, CHOBANI",Not specified,9.07,0.22,8.09,7.61,0.3,36.0,0.0
"Yogurt, Greek, plain, whole milk",Not specified,8.78,4.39,4.75,0.0,0.0,33.8,16.8
"Yogurt, Greek, plain, whole milk",Not specified,9.0,5.0,3.98,4.0,0.0,35.0,13.0
"Yogurt, Greek, strawberry, DANNON OIKOS",Not specified,8.25,2.92,11.7,11.0,1.0,34.0,13.0
"Yogurt, Greek, whole, plain, CHOBANI",Not specified,8.24,4.01,3.24,0.0,0.8,35.0,15.0
"Babyfood, banana juice with low fat yogurt",Not specified,2.5,0.8,17.5,13.3,0.4,37.0,3.0
"Babyfood, snack, GERBER, GRADUATES, YOGURT MELTS",Not specified,14.3,4.0,71.8,57.1,2.3,286.0,0.0
"Cream, fluid, light (coffee cream or table cream)",Not specified,2.96,19.1,3.66,3.67,0.0,72.0,59.0
"Cream, whipped, cream topping, pressurized",Not specified,3.2,22.2,12.5,8.0,0.0,8.0,76.0
"Cheese, cream",Not specified,6.15,34.4,5.52,3.76,0.0,314.0,101.0
"Cream, heavy",Not specified,2.02,35.6,3.8,0.0,0.0,20.6,103.0
"Crackers, cream, La Moderna Rikis Cream Crackers",Not specified,7.19,19.5,64.9,10.4,2.4,752.0,0.0
"Cream puff, eclair, custard or cream filled, iced",Not specified,4.41,18.5,37.4,22.0,0.9,265.0,66.0
"Cream substitute, powdered",Not specified,2.48,32.9,59.3,7.77,0.0,124.0,0.0
"Cream, sour, cultured",Not specified,2.44,19.4,4.63,3.41,0.0,31.0,59.0
Ice cream sandwich,Not specified,4.29,8.57,37.1,18.6,0.0,129.0,21.0
"Ice creams, chocolate",Not specified,3.8,11.0,28.2,25.4,1.2,76.0,34.0
"Ice creams, strawberry",Not specified,3.2,8.4,27.6,0.0,0.9,60.0,29.0
"Ice creams, vanilla",Not specified,3.5,11.0,23.6,21.2,0.7,80.0,44.0
"Sour cream, light",Not specified,3.5,10.6,7.1,0.22,0.0,83.0,35.0
"Toppings, marshmallow cream",Not specified,0.8,0.3,79.0,46.8,0.1,80.0,0.0
"Ice cream sandwich, made with light ice cream, vanilla",Not specified,4.29,3.04,39.6,17.9,0.0,146.0,7.0
"Carbonated beverage, cream soda",Not specified,0.0,0.0,13.3,13.3,0.0,12.0,0.0
"Cereals, CREAM OF RICE, dry",Not specified,6.3,0.5,82.4,0.3,0.7,6.0,0.0
"Cheese, cottage, creamed, with fruit",Not specified,10.7,3.85,4.61,2.38,0.2,344.0,13.0
"Cheese, cream, fat free",Not specified,15.7,1.0,7.66,5.48,0.0,702.0,12.0
"Cheese, cream, low fat",Not specified,7.85,16.7,6.73,3.3,0.0,317.0,54.0
"Crackers, cream, Gamesa Sabrosas",Not specified,7.01,20.4,64.6,9.37,2.4,1150.0,0.0
"Cream substitute, flavored, liquid",Not specified,0.69,13.5,35.1,33.0,1.1,67.0,0.0
"Cream substitute, flavored, powdered",Not specified,0.68,21.5,75.4,58.0,1.2,123.0,0.0
"Cream substitute, liquid, light",Not specified,0.8,3.5,9.1,9.1,0.0,60.0,0.0
"Cream substitute, powdered, light",Not specified,1.9,15.7,73.4,73.4,0.0,229.0,0.0
"Cream, fluid, half and half",Not specified,3.13,11.5,4.3,4.13,0.0,61.0,35.0
"Cream, fluid, heavy whipping",Not specified,2.84,36.1,2.84,2.92,0.0,27.0,113.0
"Cream, fluid, light whipping",Not specified,2.17,30.9,2.96,2.96,0.0,34.0,111.0
"Cream, half and half, lowfat",Not specified,3.33,5.0,3.33,3.33,0.0,50.0,17.0
"Cream, sour, full fat",Not specified,3.07,18.0,5.56,0.0,0.0,50.0,52.7
Ice cream cookie sandwich,Not specified,3.7,7.4,39.6,21.3,1.2,162.0,6.0
Ice cream sundae cone,Not specified,3.0,14.0,28.9,21.3,1.0,115.0,15.0
"Ice creams, chocolate, light",Not specified,5.0,7.19,25.7,24.7,0.8,71.0,28.0
"Ice creams, chocolate, rich",Not specified,4.72,17.0,19.8,17.4,0.9,57.0,60.0
"Ice creams, vanilla, light",Not specified,4.78,4.83,29.5,22.1,0.3,74.0,27.0
"Ice creams, vanilla, rich",Not specified,3.5,16.2,22.3,20.6,0.0,61.0,92.0
"Leavening agents, cream of tartar",Not specified,0.0,0.0,61.5,0.0,0.2,52.0,0.0
"Light ice cream, Creamsicle",Not specified,1.54,3.08,32.8,18.5,0.0,46.0,8.0
"Sour cream, fat free",Not specified,3.1,0.0,15.6,0.39,0.0,141.0,9.0
"Sour cream, imitation, cultured",Not specified,2.4,19.5,6.63,6.63,0.0,102.0,0.0
"Sour cream, reduced fat",Not specified,7.0,14.1,7.0,0.3,0.0,70.0,35.0
"Babyfood, vegetables, corn, creamed, junior",Not specified,1.4,0.4,16.2,1.48,2.1,52.0,1.0
"Babyfood, vegetables, corn, creamed, strained",Not specified,1.4,0.4,14.1,1.23,2.1,43.0,1.0
"Babyfood, vegetables, spinach, creamed, strained",Not specified,2.5,1.3,5.7,2.33,1.8,49.0,5.0
"CAMPBELL'S, Cream of Mushroom Soup, condensed",Not specified,1.29,5.5,6.59,0.4,0.6,697.0,0.0
"Cereals, CREAM OF WHEAT, instant, dry",Not specified,10.6,1.4,75.5,0.4,3.3,571.0,0.0
"Cheese spread, cream cheese base",Not specified,7.1,28.6,3.5,3.5,0.0,436.0,90.0
"Cream cheese, full fat, block",Not specified,5.79,33.5,4.56,0.0,0.0,368.0,101.0
"Cream, half and half, fat free",Not specified,2.6,1.4,9.0,5.0,0.0,100.0,5.0
"Cream, sour, reduced fat, cultured",Not specified,2.94,12.0,4.26,0.16,0.0,89.0,39.0
CHEESE,30.0 GRM,16.7,33.3,3.33,0.0,0.0,600.0,100.0
CHEESE,28.0 g,14.3,21.4,14.3,10.7,0.0,643.0,71.0
CHEESE,5.0 g,60.0,40.0,40.0,0.0,0.0,2000.0,100.0
CHEESE,28.399999618530273 g,21.1,24.6,2.46,0.0,0.0,599.0,53.0
CHEESE,28.0 g,32.1,28.6,3.57,0.0,0.0,714.0,89.0
CHEESE,28.0 g,25.0,35.7,0.0,0.0,0.0,304.0,107.0
CHEESE,28.0 g,21.4,28.6,0.0,0.0,0.0,893.0,107.0
CHEESE,28.0 g,25.0,32.1,3.57,0.0,0.0,643.0,107.0
CHEESE,5.0 g,20.0,30.0,0.0,0.0,0.0,600.0,100.0
CHEESE,30.0 g,23.3,23.3,10.0,0.0,0.0,1300.0,67.0
CHEESE,28.0 g,17.9,32.1,0.0,0.0,0.0,571.0,107.0
CHEESE,28.0 g,28.6,32.1,0.0,0.0,0.0,643.0,107.0
CHEESE,149.0 MG,10.7,9.4,24.8,2.68,1.3,636.0,31.0
