name,serving_size,protein,carbohydrates,sugar,fiber,water,calories,total_fat
"Snacks, reduced fat, nacho-flavor, tortilla chips",100 g,8.70 g,71.60 g,0,4.8 g,1.30 g,445,15g
"Snacks, made with olestra, fat-free, potato chips",100 g,7.74 g,65.00 g,0.00 g,6.8 g,2.00 g,274,0.7g
"Snacks, salted, white corn, plain, tortilla chips",100 g,7.10 g,67.78 g,0.78 g,5.4 g,2.64 g,472,21g
"Puddings, prepared with whole milk, dry mix, rice",100 g,3.25 g,20.68 g,0,0.1 g,72.42 g,121,2.8g
"Fruit juice smoothie, ORIGINAL SUPERFOOD, ODWALLA",100 g,0.63 g,11.51 g,10.16 g,0.6 g,87.22 g,50,0.4g
"Tofu, prepared with calcium sulfate, regular, raw",100 g,8.08 g,1.87 g,0.62 g,0.3 g,84.55 g,76,4.8g
"KEEBLER, Peanut Butter Cups Cookies, CHIPS DELUXE",100 g,6.00 g,60.80 g,30.20 g,2.3 g,3.00 g,519,29g
"Beef, raw, kidneys, variety meats and by-products",100 g,17.40 g,0.29 g,0.00 g,0.0 g,77.89 g,99,3.1g
"Soybeans, steamed, cooked, sprouted, mature seeds",100 g,8.47 g,6.53 g,0.52 g,0.8 g,79.45 g,81,4.5g
"Spinach, solids and liquids, regular pack, canned",100 g,2.11 g,2.92 g,0.33 g,1.6 g,93.22 g,19,0.4g
"Puddings, prepared with 2% milk, dry mix, tapioca",100 g,2.88 g,19.56 g,0,0.0 g,75.01 g,105,1.7g
"Turkey from whole, raw, meat and skin, light meat",100 g,21.96 g,0.15 g,0.06 g,0.0 g,70.68 g,161,7.4g
"Soybeans, with salt, boiled, cooked, mature seeds",100 g,18.21 g,8.36 g,2.36 g,6.0 g,62.55 g,172,9g
"Mollusks, moist heat, cooked, mixed species, clam",100 g,25.55 g,5.13 g,0,0.0 g,63.64 g,148,2g
"Cereals ready-to-eat, Raisin Bran Cereal, MALT-O-MEAL",100 g,7.63 g,80.37 g,33.04 g,10.2 g,7.50 g,342,1.9g
"Radishes, with salt, drained, boiled, cooked, oriental",100 g,0.67 g,3.43 g,1.83 g,1.6 g,95.04 g,17,0.2g
"Turkey, roasted, with added solution, meat only, whole",100 g,26.61 g,0.00 g,0.00 g,0.0 g,68.81 g,140,3.7g
"Oil, (over 70%), linoleic, salad or cooking, safflower",100 g,0.00 g,0.00 g,0.00 g,0.0 g,0.00 g,884,100g
"Shortening bread, soybean (hydrogenated) and cottonseed",100 g,0.00 g,0.00 g,0.00 g,0.0 g,0.00 g,884,100g
"Seeds, with salt added, toasted, sunflower seed kernels",100 g,17.21 g,20.59 g,0,11.5 g,1.00 g,619,57g
"Squash, with salt, baked, cooked, all varieties, winter",100 g,0.89 g,8.85 g,3.30 g,2.8 g,89.21 g,37,0.4g
"Ice creams, All Natural Light French Chocolate, BREYERS",100 g,5.30 g,29.68 g,24.04 g,1.0 g,56.58 g,201,7.3g
"Pork sausage, pan-fried, cooked, reduced fat, link/patty",100 g,20.94 g,0.15 g,0.00 g,0.0 g,55.88 g,267,20g
"Beef, fast fried, cooked, knuckle, imported, New Zealand",100 g,27.51 g,0.00 g,0.00 g,0.0 g,64.70 g,178,7.6g
"Oil, (partially hydrogenated), salad or cooking, soybean",100 g,0.00 g,0.00 g,0.00 g,0.0 g,0.00 g,884,100g
"Turkey, 97% fat-free, lemon pepper flavor, smoked, breast",100 g,20.90 g,1.31 g,0.00 g,0.0 g,73.50 g,95,0.7g
"Cereals, dry, peach almond, REAL MEDLEYS, oatmeal, QUAKER",100 g,10.10 g,68.61 g,24.85 g,7.4 g,8.10 g,387,9.8g
"Applesauce, with added ascorbic acid, unsweetened, canned",100 g,0.17 g,11.27 g,9.39 g,1.1 g,88.22 g,42,0.1g
"Soup, prepared with equal volume water, canned, green, pea",100 g,3.20 g,9.88 g,3.19 g,1.9 g,84.55 g,61,1.1g
"Beef, baked, cooked, loaf, 85% lean meat / 15% fat, ground",100 g,25.93 g,0.00 g,0.00 g,0.0 g,58.98 g,240,14g
"Candies, M&M's Peanut Chocolate Candies, MARS SNACKFOOD US",100 g,9.57 g,60.48 g,50.75 g,3.7 g,2.48 g,515,26g
"Whipped cream substitute, made from powdered mix, dietetic",100 g,0.90 g,10.60 g,10.60 g,0.0 g,82.30 g,100,6g
"Gooseberries, solids and liquids, light syrup pack, canned",100 g,0.65 g,18.75 g,0,2.4 g,80.10 g,73,0.2g
"Cereals ready-to-eat, Golden Maple, QUAKER Oatmeal Squares",100 g,11.30 g,78.04 g,16.82 g,8.3 g,2.75 g,380,4.8g
"Beef, baked, cooked, loaf, 70% lean meat / 30% fat, ground",100 g,23.87 g,0.00 g,0.00 g,0.0 g,58.37 g,241,15g
"CAMPBELL'S CHUNKY Soups, Beef with Country Vegetables Soup",100 g,3.27 g,7.35 g,1.63 g,1.2 g,85.30 g,53,1.2g
"SUPPER BAKES MEAL KITS, Creamy Stroganoff Sauce with pasta",100 g,4.80 g,24.80 g,2.40 g,0.8 g,51.50 g,147,3.2g
"Puddings, prepared with 2% milk, regular, dry mix, vanilla",100 g,2.94 g,18.53 g,0,0.0 g,75.86 g,101,1.7g
"Soup, prepared with equal volume water, canned, chili beef",100 g,2.49 g,9.23 g,2.49 g,1.2 g,85.68 g,57,1.2g
"New Zealand spinach, without salt, drained, boiled, cooked",100 g,1.30 g,2.13 g,0.25 g,1.4 g,94.80 g,12,0.2g
"Squash, with salt, mashed, boiled, cooked, hubbard, winter",100 g,1.48 g,6.46 g,2.93 g,2.9 g,91.10 g,30,0.4g
"CAMPBELL'S CHUNKY Soups, Old Fashioned Vegetable Beef Soup",100 g,3.16 g,6.24 g,1.15 g,1.3 g,88.06 g,49,1.2g
"Beverages, dairy based., powder, natural, Malted drink mix",100 g,14.29 g,71.21 g,47.62 g,0.1 g,2.00 g,428,9.5g
"Cereals, dry, apples and cinnamon, Instant Oatmeal, QUAKER",100 g,8.62 g,76.74 g,28.87 g,8.3 g,6.62 g,366,4.6g
"Cereals, cinnamon, weight control, Instant Oatmeal, QUAKER",100 g,16.50 g,64.21 g,1.27 g,13.0 g,9.09 g,361,6.3g
"Veal, raw, separable fat, composite of trimmed retail cuts",100 g,6.02 g,0.00 g,0,0.0 g,24.77 g,638,68g
"HUNGRY MAN, unprepared, frozen, Salisbury Steak With Gravy",100 g,7.96 g,6.96 g,0.18 g,1.3 g,75.17 g,136,8.5g
"Turkey, bone removed, with skin, cooked, smoked, drumstick",100 g,27.90 g,0.00 g,0.00 g,0.0 g,61.20 g,208,9.8g
"Mustard greens, with salt, drained, boiled, cooked, frozen",100 g,2.27 g,3.11 g,0.32 g,2.8 g,93.80 g,19,0.3g
"CAMPBELL'S, condensed, 98% Fat Free Cream of Mushroom Soup",100 g,1.10 g,7.63 g,0.25 g,1.2 g,87.41 g,53,2g
"Cake, with vanilla frosting, commercially prepared, yellow",100 g,2.99 g,56.20 g,41.79 g,0.3 g,22.10 g,391,18g
"Game meat, broiled, cooked, separable lean only, loin, elk",100 g,31.00 g,0.00 g,0.00 g,0.0 g,64.50 g,167,3.8g
"Salad dressing, without salt, reduced fat, french dressing",100 g,0.58 g,29.28 g,28.45 g,1.1 g,54.28 g,233,13g
"Cookies, with creme filling, vanilla sandwich, gluten-free",100 g,2.66 g,74.61 g,46.68 g,0.5 g,1.67 g,493,20g
"Peppers, without salt, drained, boiled, cooked, red, sweet",100 g,0.92 g,6.70 g,4.39 g,1.2 g,91.87 g,28,0.2g
"CAMPBELL'S Red and White, condensed, PHINEAS and FERB Soup",100 g,2.38 g,8.73 g,0.79 g,0.8 g,85.70 g,56,1.6g
"Corn, without salt, drained, boiled, cooked, yellow, sweet",100 g,3.41 g,20.98 g,4.54 g,2.4 g,73.41 g,96,1.5g
"Turkey ham, prepackaged or deli-sliced, extra lean, sliced",100 g,19.60 g,2.93 g,0.00 g,0.0 g,72.00 g,124,3.8g
"Chrysanthemum, with salt, drained, boiled, cooked, garland",100 g,1.64 g,4.31 g,2.01 g,2.3 g,92.49 g,20,0.1g
"Beverages, diet, decaffeinated, ready to drink, black, tea",100 g,0.00 g,0.83 g,0.00 g,0.0 g,99.14 g,0,0g
"Cereals ready-to-eat, KASHI GOLEAN Vanilla Graham Clusters",100 g,21.50 g,70.09 g,17.79 g,17.3 g,3.00 g,330,2.6g
"Cereals ready-to-eat, KELLOGG'S SPECIAL K Chocolate Almond",100 g,7.59 g,81.50 g,27.50 g,10.3 g,3.00 g,375,5.1g
"Chicken, raw, meat and skin, drumstick, broilers or fryers",100 g,18.08 g,0.11 g,0.00 g,0.0 g,72.46 g,161,9.2g
"Infant formula, powder, PROTECT PLUS, GOOD START 2, GERBER",100 g,11.10 g,56.30 g,56.30 g,0.0 g,2.90 g,501,26g
"Beef, raw, all grades, separable lean only, whole, brisket",100 g,20.72 g,0.00 g,0.00 g,0.0 g,70.29 g,155,7.4g
"Turkey, roasted, with added solution, meat and skin, whole",100 g,26.09 g,0.00 g,0.00 g,0.0 g,65.05 g,176,8g
"KEEBLER, Original, Pretzel Crackers, FLIPSIDES, TOWN HOUSE",100 g,6.60 g,64.30 g,6.80 g,2.1 g,2.50 g,487,23g
"Beans, without salt, drained, boiled, cooked, yellow, snap",100 g,1.89 g,7.88 g,3.63 g,3.3 g,89.22 g,35,0.3g
"Babyfood, toddler, beef and tomato sauce, macaroni, dinner",100 g,4.34 g,11.53 g,0.37 g,1.1 g,81.81 g,81,1.9g
"HORMEL ALWAYS TENDER, Peppercorn-Flavored, Pork Tenderloin",100 g,17.21 g,1.82 g,0.14 g,0,74.44 g,110,3.8g
"Beef, baked, cooked, loaf, 80% lean meat / 20% fat, ground",100 g,25.25 g,0.00 g,0.00 g,0.0 g,57.70 g,254,16g
"Cereals ready-to-eat, KELLOGG'S ALL-BRAN Original, KELLOGG",100 g,13.14 g,74.24 g,15.69 g,29.3 g,2.12 g,259,4.9g
"Pork, raw, separable lean and fat, whole, leg (ham), fresh",100 g,17.43 g,0.00 g,0,0.0 g,62.47 g,245,19g
"Snacks, TERRA CHIPS, HAIN CELESTIAL GROUP, vegetable chips",100 g,4.13 g,57.97 g,9.75 g,10.9 g,4.54 g,517,30g
"KEEBLER, Dark Chocolate Almond Shortbread Cookies, SANDIES",100 g,6.10 g,59.90 g,26.50 g,2.6 g,2.50 g,540,31g
"Alcoholic beverage, prepared from item 14028, whiskey sour",100 g,0.06 g,12.82 g,12.78 g,0.0 g,72.44 g,153,0.1g
"Soup, prepared with equal volume milk, canned, oyster stew",100 g,2.51 g,3.99 g,0,0.0 g,88.94 g,55,3.2g
"Candies, M&M's Almond Chocolate Candies, MARS SNACKFOOD US",100 g,7.53 g,60.50 g,49.22 g,5.6 g,2.52 g,522,28g
"Elk, cooked patties (Shoshone Bannock), ground, free range",100 g,29.45 g,0.00 g,0.00 g,0,67.78 g,143,2.8g
"Crackers, sandwich-type with peanut butter filling, cheese",100 g,12.41 g,56.74 g,6.98 g,3.4 g,3.28 g,496,25g
"Grapefruit juice, OCEAN SPRAY, unsweetened, bottled, white",100 g,0.58 g,7.93 g,7.50 g,0.8 g,91.20 g,34,0.1g
"Chicken, fried, cooked, meat only, leg, broilers or fryers",100 g,28.38 g,0.65 g,0,0.0 g,60.61 g,208,9.3g
"Succotash, with cream style corn, canned, (corn and limas)",100 g,2.64 g,17.61 g,0,3.0 g,78.17 g,77,0.5g
"Beans, drained solids, no salt added, canned, yellow, snap",100 g,1.15 g,4.50 g,0.78 g,1.3 g,93.30 g,20,0.1g
"Strawberries, solids and liquids, heavy syrup pack, canned",100 g,0.56 g,23.53 g,21.83 g,1.7 g,75.35 g,92,0.3g
"CAMPBELL'S, condensed, 98% Fat Free Cream of Broccoli Soup",100 g,1.61 g,8.06 g,0.81 g,1.6 g,86.60 g,56,1.6g
"Squash, without salt, baked, cooked, all varieties, winter",100 g,0.89 g,8.85 g,3.30 g,2.8 g,89.21 g,37,0.4g
"Yardlong beans, without salt, boiled, cooked, mature seeds",100 g,8.29 g,21.09 g,0,3.8 g,68.80 g,118,0.5g
"Beverages, canned, with added nutrients, Fruit punch drink",100 g,0.00 g,11.94 g,11.29 g,0.2 g,87.97 g,47,0g
"Cereals ready-to-eat, CINNAMON TOAST CRUNCH, GENERAL MILLS",100 g,5.45 g,77.99 g,30.30 g,6.8 g,3.24 g,410,10g
"Gelatin desserts, with aspartame, reduced calorie, dry mix",100 g,15.67 g,80.21 g,0.00 g,0.1 g,1.93 g,198,0g
"Potatoes, without salt, flesh, cooked without skin, boiled",100 g,1.71 g,20.01 g,0.89 g,1.8 g,77.46 g,86,0.1g
"Tortillas, without added salt, corn, ready-to-bake or -fry",100 g,5.70 g,46.60 g,0,5.2 g,44.10 g,222,2.5g
"Restaurant, from kid's menu, chicken fingers, family style",100 g,18.68 g,18.77 g,0.33 g,1.1 g,42.17 g,307,17g
"Chicken, raw, meat and skin and giblets and neck, roasting",100 g,17.09 g,0.09 g,0,0.0 g,65.98 g,213,15g
"Chicken, drumstick meat and skin, BBQ, rotisserie, broiler",100 g,25.65 g,0.12 g,0.12 g,0.0 g,61.42 g,206,11g
"Crackers, reduced fat, peanut butter filled, sandwich-type",100 g,8.33 g,63.49 g,11.11 g,2.8 g,9.33 g,437,17g
"Potatoes, dry form, granules with milk, dehydrated, mashed",100 g,10.90 g,77.70 g,3.37 g,6.6 g,6.30 g,357,1.1g
"Babyfood, dry, with apple and orange, high protein, cereal",100 g,25.40 g,57.60 g,0,7.1 g,5.30 g,374,6.5g
"Peas and carrots, solids and liquids, regular pack, canned",100 g,2.17 g,8.48 g,0,2.0 g,88.15 g,38,0.3g
"Chicken, raw, and giblets and neck, meat and skin, stewing",100 g,17.48 g,0.19 g,0,0.0 g,62.50 g,251,20g
"Pork, raw, separable lean and fat, boneless, Leg Cap Steak",100 g,21.64 g,0.00 g,0.00 g,0.0 g,75.18 g,123,3.4g
"CAMPBELL'S Red and White, condensed, Chicken Alphabet Soup",100 g,2.38 g,9.52 g,0.79 g,0.8 g,84.40 g,56,1.2g
"MORNINGSTAR FARMS Sesame Chik'n Entree, unprepared, frozen",100 g,5.30 g,17.30 g,6.00 g,1.3 g,73.10 g,116,3.5g
"MORNINGSTAR FARMS Buffalo Chik Patties, unprepared, frozen",100 g,12.10 g,25.20 g,3.00 g,5.1 g,48.80 g,255,13g
"Toaster Pastries, Strawberry, KELLOGG'S POP TARTS, KELLOGG",100 g,4.70 g,71.10 g,33.00 g,1.1 g,12.50 g,398,11g
"Pancakes, incomplete (includes buttermilk), dry mix, plain",100 g,10.00 g,73.60 g,2.21 g,5.4 g,9.10 g,355,1.7g
"Cereals, dry, Ham 'n' Cheese flavor, Instant Grits, QUAKER",100 g,10.73 g,71.08 g,2.69 g,4.2 g,6.82 g,355,4.7g
"Nuts, with salt added, unflavored, wheat-based, formulated",100 g,13.82 g,23.68 g,0,5.2 g,2.50 g,622,58g
"Soup, prepared with equal volume water, canned, minestrone",100 g,1.77 g,4.66 g,0,0.4 g,91.33 g,34,1g
"SUBWAY, meatball marinara sub on white bread (no toppings)",100 g,9.77 g,26.01 g,4.98 g,2.1 g,53.59 g,219,8.5g
"Coffeecake, prepared, dry mix, cinnamon with crumb topping",100 g,5.50 g,52.80 g,29.53 g,1.2 g,30.50 g,318,9.6g
"Cowpeas, without salt, drained, boiled, cooked, leafy tips",100 g,4.67 g,2.80 g,0,0,91.30 g,22,0.1g
"Milk, without added vitamin A and vitamin D, 1% fat, fluid",100 g,3.37 g,4.99 g,5.20 g,0.0 g,89.92 g,42,1g
"Soup, prepared with equal volume water, canned, black bean",100 g,2.42 g,7.71 g,1.24 g,3.4 g,87.62 g,46,0.7g
"Cereals, without salt, cooked with water, enriched, farina",100 g,1.82 g,10.92 g,0.76 g,0.8 g,86.55 g,53,0.3g
"Hyacinth beans, without salt, boiled, cooked, mature seeds",100 g,8.14 g,20.69 g,0,0,69.13 g,117,0.6g
"Bread, frozen, commercially prepared, whole wheat, paratha",100 g,6.36 g,45.35 g,4.15 g,9.6 g,33.50 g,326,13g
"Sweet Potatoes, unprepared, frozen, crosscut, french fried",100 g,1.70 g,25.52 g,6.46 g,3.4 g,60.59 g,209,11g
"Potatoes, unprepared, frozen, french fried, yellow fleshed",100 g,2.47 g,25.01 g,0.37 g,2.2 g,65.04 g,162,5.8g
"Cereals ready-to-eat, MOTHER'S Cinnamon Oat Crunch, QUAKER",100 g,10.60 g,79.79 g,25.37 g,8.1 g,2.75 g,382,4.6g
"Cheese, fat-free, cheddar or American, pasteurized process",100 g,22.50 g,13.40 g,9.95 g,0.0 g,56.90 g,148,0.8g
"Cauliflower, without salt, drained, boiled, cooked, frozen",100 g,1.61 g,3.75 g,1.05 g,2.7 g,94.00 g,19,0.2g
"Beverages, milk based, mocha, iced, ready to drink, coffee",100 g,1.48 g,11.42 g,9.23 g,0.0 g,85.68 g,60,1g
"Macaroni and cheese, unprepared, box mix with cheese sauce",100 g,12.73 g,46.66 g,6.43 g,1.8 g,26.88 g,334,11g
"Pork, unheated, canned, extra lean and regular, ham, cured",100 g,17.97 g,0.00 g,0.00 g,0.0 g,71.12 g,144,7.5g
"ARCHWAY Home Style Cookies, Old Fashioned Windmill Cookies",100 g,5.17 g,72.23 g,32.64 g,1.8 g,3.00 g,468,18g
"Snacks, mixed flavors, crunchy, KASHI TLC Bar, granola bar",100 g,15.00 g,62.78 g,20.00 g,10.0 g,2.74 g,446,15g
"Beverages, lemon, ready-to-drink, black, tea, LIPTON BRISK",100 g,0.00 g,8.81 g,8.69 g,0.0 g,91.06 g,35,0g
"Macaroni or noodles with cheese, unprepared, microwaveable",100 g,11.48 g,70.75 g,8.20 g,1.6 g,8.07 g,388,6.6g
"Chicken, raw, meat and skin, dark meat, broilers or fryers",100 g,16.69 g,0.00 g,0.00 g,0.0 g,65.42 g,237,18g
"Turkey, roasted, cooked, meat and skin, wing, retail parts",100 g,28.74 g,0.13 g,0.00 g,0.0 g,57.34 g,235,13g
"UDI'S, Soft & Delicious White Sandwich Bread, Gluten Free",100 g,5.40 g,51.15 g,11.30 g,5.5 g,33.69 g,298,8g
"Beans, without salt, boiled, cooked, mature seeds, yellow",100 g,9.16 g,25.28 g,0.34 g,10.4 g,62.98 g,144,1.1g
"Vitasoy USA Organic Nasoya Sprouted, Tofu Plus Super Firm",100 g,13.24 g,2.16 g,1.10 g,1.2 g,77.30 g,115,5.9g
"KELLOGG'S, Frosted Wild Grape Toaster Pastries, POP-TARTS",100 g,4.10 g,71.80 g,30.50 g,1.3 g,12.80 g,390,9.8g
"Beverages, CRYSTAL GEYSER, non-carbonated, bottled, water",100 g,0.00 g,0.00 g,0,0,100.00 g,0,0g
"Fast foods, and sausage, cheese, with egg, english muffin",100 g,13.38 g,17.44 g,1.49 g,0.2 g,48.82 g,286,18g
"Beef, raw, select, separable lean and fat, chuck for stew",100 g,21.90 g,0.21 g,0.00 g,0.0 g,72.79 g,124,4g
"Beef, raw, choice, separable lean and fat, chuck for stew",100 g,21.64 g,0.12 g,0.00 g,0.0 g,72.32 g,130,4.8g
"Cereals ready-to-eat, SPECIAL K Vanilla Almond, KELLOGG'S",100 g,7.80 g,83.00 g,29.20 g,9.6 g,3.00 g,366,4g
"Pork, raw, separable lean and fat, whole, shoulder, fresh",100 g,17.18 g,0.00 g,0.00 g,0.0 g,64.02 g,236,18g
"Cheese product, reduced fat, cheddar, pasteurized process",100 g,17.60 g,10.60 g,8.02 g,0.0 g,51.80 g,240,14g
"Beef, baked, cooked, loaf, 95% lean meat / 5% fat, ground",100 g,27.31 g,0.00 g,0.00 g,0.0 g,64.76 g,174,6.4g
"Turkey, roasted, cooked, meat and skin, back, all classes",100 g,26.59 g,0.16 g,0.00 g,0.0 g,57.94 g,244,14g
"Beans, without salt, drained, boiled, cooked, green, snap",100 g,1.89 g,7.88 g,3.63 g,3.2 g,89.22 g,35,0.3g
"Cookies, made with margarine, prepared from recipe, sugar",100 g,5.90 g,60.00 g,24.86 g,1.2 g,8.90 g,472,23g
KRAFT CHEEZ WHIZ LIGHT Pasteurized Process Cheese Product,100 g,16.30 g,16.20 g,8.20 g,0.2 g,51.50 g,215,9.5g
"USDA Commodity, cooked, frozen, fine/coarse, ground, pork",100 g,23.55 g,0.00 g,0,0.0 g,57.08 g,265,18g
"Puddings, prepared with 2% milk, regular, dry mix, banana",100 g,2.90 g,18.43 g,0,0.0 g,75.90 g,101,1.7g
"Fish, raw (may have been previously frozen), Pacific, cod",100 g,15.27 g,0.00 g,0.00 g,0.0 g,83.95 g,69,0.4g
"Turnip greens, with salt, drained, boiled, cooked, frozen",100 g,3.35 g,4.98 g,0.75 g,3.4 g,90.40 g,29,0.4g
"CAMPBELL'S, condensed, 98% Fat Free Cream of Chicken Soup",100 g,1.80 g,7.46 g,0.50 g,0.4 g,87.09 g,55,2g
"Babyfood, without added fluoride., GERBER, bottled, water",100 g,0.00 g,0.00 g,0.00 g,0.0 g,99.90 g,0,0g
"Corn, without salt, drained, boiled, cooked, white, sweet",100 g,3.34 g,21.71 g,7.73 g,2.7 g,72.84 g,97,1.4g
"Pie crust, enriched, ready-to-bake, frozen, standard-type",100 g,6.16 g,48.62 g,3.72 g,2.5 g,17.82 g,457,26g
"Beef, baked, cooked, loaf, 97% lean meat / 3% fat, ground",100 g,27.58 g,0.00 g,0.00 g,0.0 g,66.43 g,154,4.1g
"Corn, drained solids, whole kernel, canned, yellow, sweet",100 g,2.29 g,14.34 g,4.44 g,2.0 g,81.41 g,67,1.2g
"Cereals, dry, Country Bacon flavor, Instant Grits, QUAKER",100 g,9.93 g,75.39 g,0.38 g,5.1 g,7.37 g,340,1.7g
"Cereals ready-to-eat, FROSTED TOAST CRUNCH, GENERAL MILLS",100 g,5.19 g,78.59 g,29.20 g,4.9 g,2.29 g,410,10g
"Chicken, roasted, cooked, meat only, light meat, roasting",100 g,27.13 g,0.00 g,0.00 g,0.0 g,67.85 g,153,4.1g
"Pork, unheated, separable lean and fat, whole, ham, cured",100 g,18.49 g,0.06 g,0.00 g,0.0 g,59.71 g,246,19g
"Beef, raw,  external fat, grass-fed, imported, Australian",100 g,11.32 g,0.39 g,0.00 g,0.0 g,36.51 g,509,51g
"CAMPBELL'S Red and White, condensed, Cream of Shrimp Soup",100 g,2.42 g,6.45 g,0.00 g,0.0 g,85.80 g,81,4.8g
"CAMPBELL'S, condensed, chicken with rice, HEALTHY REQUEST",100 g,1.59 g,7.19 g,0.79 g,0.8 g,88.80 g,46,1.2g
"Cereals ready-to-eat, ORGANIC PROMISE Autumn Wheat, KASHI",100 g,12.00 g,79.00 g,12.40 g,11.2 g,5.00 g,338,1.4g
"KEEBLER, Dark Chocolate, Cheesecake Middles, FUDGE SHOPPE",100 g,4.40 g,64.70 g,33.70 g,4.1 g,2.00 g,506,27g
"Potatoes, prepared, with butter sauce, frozen, hash brown",100 g,2.46 g,24.13 g,0,3.8 g,63.71 g,178,8.8g
"MISSION FOODS, 8 inch, Soft Taco, MISSION Flour Tortillas",100 g,8.70 g,49.60 g,0,0,33.60 g,287,6g
"Puddings, dry mix, instant, low calorie, chocolate flavor",100 g,5.30 g,78.20 g,0.70 g,6.1 g,4.20 g,356,2.4g
"Beef, raw, choice, separable lean and fat, shortribs, rib",100 g,14.40 g,0.00 g,0,0.0 g,48.29 g,388,36g
"Cookies, sugar free, commercially prepared, peanut butter",100 g,10.34 g,50.52 g,0.00 g,3.4 g,6.17 g,523,31g
"Cereals ready-to-eat, POST GREAT GRAINS Banana Nut Crunch",100 g,9.80 g,70.90 g,17.50 g,11.2 g,5.60 g,390,8.8g
"Soup, reduced sodium, condensed, canned, cream of chicken",100 g,1.80 g,9.50 g,0.39 g,0.4 g,85.80 g,58,1.3g
"Cereals, dry, summer berry, REAL MEDLEYS, oatmeal, QUAKER",100 g,11.31 g,72.58 g,20.43 g,8.5 g,7.57 g,353,4.4g
"Cereals, dry, apple walnut, REAL MEDLEYS, oatmeal, QUAKER",100 g,8.18 g,70.53 g,29.36 g,7.0 g,7.80 g,390,10g
"CAMPBELL'S, Essential Antioxidants V8, V8 Vegetable Juice",100 g,0.82 g,4.53 g,3.29 g,0.8 g,93.30 g,21,0g
"Soup, prepared with water, powder, beef broth or bouillon",100 g,0.21 g,0.25 g,0.20 g,0.0 g,98.69 g,3,0.1g
"CAMPBELL'S, condensed, Chicken Noodle Soup, Red and White",100 g,2.37 g,5.97 g,0.00 g,0,88.32 g,47,1.5g
"Nuts, smoke flavor, with salt added, oil roasted, almonds",100 g,21.43 g,17.86 g,3.57 g,10.7 g,2.80 g,607,56g
"Turkey breast, roasted, cooked, meat and skin, pre-basted",100 g,22.16 g,0.00 g,0,0.0 g,70.91 g,126,3.5g
"Turkey, roasted, cooked, meat and skin, wing, all classes",100 g,27.38 g,0.00 g,0.00 g,0.0 g,59.49 g,229,12g
"Fast foods, and bacon, cheese, egg, griddle cake sandwich",100 g,12.03 g,26.19 g,9.56 g,0.8 g,45.85 g,272,13g
"Salad dressing, reduced fat, commercial, italian dressing",100 g,0.39 g,9.99 g,9.16 g,0.0 g,80.11 g,102,6.7g
"Cereals ready-to-eat, Warm Cinnamon, KASHI HEART TO HEART",100 g,11.60 g,78.50 g,15.69 g,13.2 g,2.50 g,365,4.9g
"Cereals ready-to-eat, Banana Nut, CHEERIOS, GENERAL MILLS",100 g,5.50 g,84.69 g,33.09 g,6.1 g,2.20 g,375,4g
"CAMPBELL'S CHUNKY Soups, Old Fashioned Potato Ham Chowder",100 g,2.45 g,6.94 g,0.41 g,1.2 g,83.80 g,78,4.5g
"Pears, solids and liquids, extra light syrup pack, canned",100 g,0.30 g,12.20 g,0,1.6 g,87.30 g,47,0.1g
"Pears, solids and liquids, extra heavy syrup pack, canned",100 g,0.19 g,25.25 g,0,1.6 g,74.28 g,97,0.1g
"Sweet rolls, commercially prepared with raisins, cinnamon",100 g,6.20 g,50.90 g,31.73 g,2.4 g,24.80 g,372,16g
"Lettuce, raw, butterhead (includes boston and bibb types)",100 g,1.35 g,2.23 g,0.94 g,1.1 g,95.63 g,13,0.2g
"Onions, with salt, drained, boiled, cooked, whole, frozen",100 g,0.71 g,6.11 g,2.90 g,1.4 g,92.24 g,26,0.1g
"PILLSBURY GRANDS, refrigerated dough, Buttermilk Biscuits",100 g,6.16 g,42.41 g,4.60 g,1.5 g,36.12 g,293,11g
"Peppers, with salt, drained, boiled, cooked, green, sweet",100 g,0.92 g,6.11 g,3.19 g,1.2 g,91.87 g,26,0.2g
"Onions, raw, spring or scallions (includes tops and bulb)",100 g,1.83 g,7.34 g,2.33 g,2.6 g,89.83 g,32,0.2g
"Puddings, dry mix, regular, low calorie, chocolate flavor",100 g,10.08 g,74.42 g,0.70 g,10.1 g,6.80 g,365,3g
"Sour dressing, filled cream-type, cultured, non-butterfat",100 g,3.25 g,4.68 g,4.68 g,0.0 g,74.79 g,178,17g
"Margarine-like spread, SMART BALANCE Light Buttery Spread",100 g,0.02 g,1.98 g,0,0,59.89 g,337,36g
"CAMPBELL'S Soup on the Go, Chicken with Mini Noodles Soup",100 g,1.31 g,3.61 g,0.66 g,0.7 g,93.50 g,26,0.7g
"PEPPERIDGE FARM, Parmesan, Baked Snack Crackers, Goldfish",100 g,11.16 g,64.70 g,0.83 g,3.5 g,3.33 g,459,17g
"PEPPERIDGE FARM, Original, Baked Snack Crackers, Goldfish",100 g,9.42 g,65.81 g,1.03 g,2.4 g,3.47 g,467,18g
"Spaghetti, enriched (n x 6.25), cooked, protein-fortified",100 g,8.86 g,30.88 g,0,2.0 g,59.73 g,164,0.2g
"CAMPBELL'S Red and White, condensed, Bean with Bacon Soup",100 g,6.25 g,19.53 g,3.13 g,6.3 g,70.20 g,125,2.3g
